"","Var1","Var2","value"
"1","q06_Assoc_var_summed.1.6.","q06_Faculty_issues_sum",24
"2","q06_Bacca_var_summed.1.6.","q06_Faculty_issues_sum",110
"3","q06_Doc_var_summed.1.6.","q06_Faculty_issues_sum",65
"4","q06_Master_var_summed.1.6.","q06_Faculty_issues_sum",75
"5","chiValues","q06_Faculty_issues_sum",0.000499750124937531
"6","q06_Assoc_var_summed.1.6.","q06_Curriculum_issues_sum",26
"7","q06_Bacca_var_summed.1.6.","q06_Curriculum_issues_sum",36
"8","q06_Doc_var_summed.1.6.","q06_Curriculum_issues_sum",34
"9","q06_Master_var_summed.1.6.","q06_Curriculum_issues_sum",34
"10","chiValues","q06_Curriculum_issues_sum",0.63968015992004
"11","q06_Assoc_var_summed.1.6.","q06_Student_issues_sum",12
"12","q06_Bacca_var_summed.1.6.","q06_Student_issues_sum",19
"13","q06_Doc_var_summed.1.6.","q06_Student_issues_sum",16
"14","q06_Master_var_summed.1.6.","q06_Student_issues_sum",16
"15","chiValues","q06_Student_issues_sum",0.685657171414293
"16","q06_Assoc_var_summed.1.6.","q06_Institutional_issues_sum",9
"17","q06_Bacca_var_summed.1.6.","q06_Institutional_issues_sum",13
"18","q06_Doc_var_summed.1.6.","q06_Institutional_issues_sum",10
"19","q06_Master_var_summed.1.6.","q06_Institutional_issues_sum",14
"20","chiValues","q06_Institutional_issues_sum",0.750624687656172
"21","q06_Assoc_var_summed.1.6.","q06_Resource_issues_sum",11
"22","q06_Bacca_var_summed.1.6.","q06_Resource_issues_sum",11
"23","q06_Doc_var_summed.1.6.","q06_Resource_issues_sum",6
"24","q06_Master_var_summed.1.6.","q06_Resource_issues_sum",9
"25","chiValues","q06_Resource_issues_sum",0.630184907546227
"26","q06_Assoc_var_summed.1.6.","q06_Facilities_issues_sum",2
"27","q06_Bacca_var_summed.1.6.","q06_Facilities_issues_sum",7
"28","q06_Doc_var_summed.1.6.","q06_Facilities_issues_sum",2
"29","q06_Master_var_summed.1.6.","q06_Facilities_issues_sum",9
"30","chiValues","q06_Facilities_issues_sum",0.0584707646176912
