"","Var1","Var2","value"
"1","Q06_scored_sub_Assoc.1.22.","Q06_Faculty.Issue...No.Expertise..Training",14
"2","Q06_scored_sub_Bacca.1.22.","Q06_Faculty.Issue...No.Expertise..Training",50
"3","Q06_scored_sub_Master.1.22.","Q06_Faculty.Issue...No.Expertise..Training",42
"4","Q06_scored_sub_Doc.1.22.","Q06_Faculty.Issue...No.Expertise..Training",32
"5","chiValues","Q06_Faculty.Issue...No.Expertise..Training",0.000499750124937531
"6","Q06_scored_sub_Assoc.1.22.","Q06_Faculty.Issue...Time",5
"7","Q06_scored_sub_Bacca.1.22.","Q06_Faculty.Issue...Time",28
"8","Q06_scored_sub_Master.1.22.","Q06_Faculty.Issue...Time",18
"9","Q06_scored_sub_Doc.1.22.","Q06_Faculty.Issue...Time",17
"10","chiValues","Q06_Faculty.Issue...Time",0.00149925037481259
"11","Q06_scored_sub_Assoc.1.22.","Q06_Faculty.Issue...Not.enough.Faculty.members",1
"12","Q06_scored_sub_Bacca.1.22.","Q06_Faculty.Issue...Not.enough.Faculty.members",23
"13","Q06_scored_sub_Master.1.22.","Q06_Faculty.Issue...Not.enough.Faculty.members",7
"14","Q06_scored_sub_Doc.1.22.","Q06_Faculty.Issue...Not.enough.Faculty.members",9
"15","chiValues","Q06_Faculty.Issue...Not.enough.Faculty.members",0.000499750124937531
"16","Q06_scored_sub_Assoc.1.22.","Q06_Faculty.Issues...Interest.in.Topic",4
"17","Q06_scored_sub_Bacca.1.22.","Q06_Faculty.Issues...Interest.in.Topic",9
"18","Q06_scored_sub_Master.1.22.","Q06_Faculty.Issues...Interest.in.Topic",8
"19","Q06_scored_sub_Doc.1.22.","Q06_Faculty.Issues...Interest.in.Topic",7
"20","chiValues","Q06_Faculty.Issues...Interest.in.Topic",0.619190404797601
"21","Q06_scored_sub_Assoc.1.22.","Q06_Curriculum.Issue...Course.Load.Full..No.time.space.for.Content",11
"22","Q06_scored_sub_Bacca.1.22.","Q06_Curriculum.Issue...Course.Load.Full..No.time.space.for.Content",12
