Var1,Var2,value,summed_score,percentage,responses,proportion,nice_names,positive_scored_response,null_scored_response,prop_test_chi_pvalue,proportion_error,ymax,ymin
1_Female,Faculty Issues: Expertise/training,153,286,53.4965034965035,497,0.30784708249496984,Female,153,344,0.08895777210061744,0.04058246704118683,0.32034027657404746,0.2953538884158922
2_Male,Faculty Issues: Expertise/training,133,286,46.50349650349651,516,0.25775193798449614,Male,133,383,0.08895777210061744,0.03773972628634091,0.26747942557380494,0.24802445039518733
1_Female,Faculty Issues: Time,49,86,56.97674418604651,497,0.09859154929577464,Female,49,448,0.15501495164715415,0.026209006282509033,0.1011755358306699,0.09600756276087938
2_Male,Faculty Issues: Time,37,86,43.02325581395349,516,0.07170542635658915,Male,37,479,0.15501495164715415,0.022260871224007016,0.07330165161877569,0.0701092010944026
1_Female,Faculty Issues: Differences of opinion,9,17,52.94117647058824,497,0.018108651911468814,Female,9,488,0.9378244138628945,0.011723159494623228,0.018320942526059578,0.01789636129687805
2_Male,Faculty Issues: Differences of opinion,8,17,47.05882352941176,516,0.015503875968992248,Male,8,508,0.9378244138628945,0.010659832687178416,0.01566914469282447,0.015338607245160025
1_Female,Faculities Issues: Access to computer labs,26,48,54.166666666666664,497,0.052313883299798795,Female,26,471,0.5640124872323562,0.01957539956541937,0.05333794846821108,0.051289818131386514
2_Male,Faculities Issues: Access to computer labs,22,48,45.83333333333333,516,0.04263565891472868,Male,22,494,0.5640124872323562,0.017432045606172755,0.04337888566537946,0.041892432164077904
1_Female,Resource Issues: Access to software,20,46,43.47826086956522,497,0.04024144869215292,Female,20,477,0.5323325504686621,0.017277770272558488,0.04093673119809089,0.03954616618621495
2_Male,Resource Issues: Access to software,26,46,56.52173913043478,516,0.050387596899224806,Male,26,490,0.5323325504686621,0.01887375236649021,0.051338599925443304,0.04943659387300631
1_Female,Resource Issues: Funding,15,27,55.55555555555556,497,0.030181086519114688,Female,15,482,0.6248375643803122,0.015041205906373974,0.03063504645592678,0.029727126582302595
2_Male,Resource Issues: Funding,12,27,44.44444444444444,516,0.023255813953488372,Male,12,504,0.6248375643803122,0.013004073929078258,0.023558234277420424,0.02295339362955632
1_Female,Student Issues: Lack of background skills/knowledge,94,196,47.95918367346938,497,0.1891348088531187,Female,94,403,0.7914650114873731,0.03442943991225956,0.19564661438984385,0.18262300331639356
2_Male,Student Issues: Lack of background skills/knowledge,102,196,52.04081632653062,516,0.19767441860465115,Male,102,414,0.7914650114873731,0.03436163299909111,0.2044668344300529,0.1908820027792494
1_Female,Student Issues: Lack of interest,52,100,52,497,0.10462776659959759,Female,52,445,0.6074900767317185,0.02690885294025079,0.10744317978449304,0.10181235341470214
2_Male,Student Issues: Lack of interest,48,100,48,516,0.09302325581395349,Male,48,468,0.6074900767317185,0.02506207837572322,0.09535461194192774,0.09069189968597924
1_Female,Student Issues: Intimidated by topic,18,33,54.54545454545454,497,0.03621730382293763,Female,18,479,0.6429377990796018,0.016425459100917573,0.03681218966562679,0.03562241798024846
2_Male,Student Issues: Intimidated by topic,15,33,45.45454545454545,516,0.029069767441860465,Male,15,501,0.6429377990796018,0.014495661238115588,0.029491152942968477,0.028648381940752452
1_Female,Student Issues: Varying student backrounds,15,22,68.18181818181817,497,0.030181086519114688,Female,15,482,0.11001935869127188,0.015041205906373974,0.03063504645592678,0.029727126582302595
2_Male,Student Issues: Varying student backrounds,7,22,31.818181818181817,516,0.013565891472868217,Male,7,509,0.11001935869127188,0.009981169934930322,0.013701294940977736,0.013430488004758698
1_Female,Student Issues: Lack of basic computing skills,7,17,41.17647058823529,497,0.014084507042253521,Female,7,490,0.6808709761438066,0.010360019382798877,0.014230422808208435,0.013938591276298607
2_Male,Student Issues: Lack of basic computing skills,10,17,58.82352941176471,516,0.01937984496124031,Male,10,506,0.6808709761438066,0.011894571383108784,0.019610359910525364,0.019149330011955255
1_Female,Curriculum Issues: Lack of integration,39,85,45.88235294117647,497,0.07847082494969819,Female,39,458,0.61752468653574,0.023641691745079962,0.08032600800414108,0.0766156418952553
2_Male,Curriculum Issues: Lack of integration,46,85,54.11764705882353,516,0.08914728682170543,Male,46,470,0.61752468653574,0.02458676461067826,0.09133913017847133,0.08695544346493954
1_Female,Curriculum Issues: Too much content,36,70,51.42857142857142,497,0.07243460764587525,Female,36,461,0.7744373532294195,0.022788472782626263,0.07408528173073349,0.07078393356101702
2_Male,Curriculum Issues: Too much content,34,70,48.57142857142857,516,0.06589147286821706,Male,34,482,0.7744373532294195,0.02140604904912076,0.06730194896835293,0.0644809967680812
1_Female,Curriculum Issues: Quickly changing technologies,28,51,54.90196078431373,497,0.056338028169014086,Female,28,469,0.47625228284741433,0.02027117602903462,0.05748006625515688,0.055195990082871293
2_Male,Curriculum Issues: Quickly changing technologies,23,51,45.09803921568628,516,0.044573643410852716,Male,23,493,0.47625228284741433,0.017805776436980437,0.04536731174040805,0.043779975081297384
1_Female,Curriculum Issues: Access to bioinformatics lesson plans/curriculum,21,36,58.333333333333336,497,0.04225352112676056,Female,21,476,0.33539265567039384,0.017685878276523966,0.043000811758162984,0.04150623049535814
2_Male,Curriculum Issues: Access to bioinformatics lesson plans/curriculum,15,36,41.66666666666667,516,0.029069767441860465,Male,15,501,0.33539265567039384,0.014495661238115588,0.029491152942968477,0.028648381940752452
1_Female,Institutional Issues: Lack of inter-departmental cooperation,8,14,57.14285714285714,497,0.01609657947686117,Female,8,489,0.733964665193415,0.011064019460387398,0.016274672345438834,0.015918486608283502
2_Male,Institutional Issues: Lack of inter-departmental cooperation,6,14,42.857142857142854,516,0.011627906976744186,Male,6,510,0.733964665193415,0.009249840665937651,0.011735463263557414,0.011520350689930958
