"","Var2","chi_test"
"1",Faculty Issues: Expertise/training,0.0894552723638181
"2",Faculty Issues: Time,0.00399800099950025
"3",Faculty Issues: Differences of opinion,0.59320339830085
"4",Faculty Issues: Content development,0.76111944027986
"5",Faculty Issues: Too few faculty,0.0179910044977511
"6",Faculities Issues: Access to computer labs,0.149425287356322
"7",Faculities Issues: Inadaquate computers,0.415792103948026
"8",Resource Issues: Access to software,0.802598700649675
"9",Resource Issues: Funding,0.251874062968516
"10",Resource Issues: Software/license fees,0.845077461269365
"11",Student Issues: Lack of background skills/knowledge,0.000499750124937531
"12",Student Issues: Lack of interest,0.0149925037481259
"13",Student Issues: Intimidated by topic,0.000499750124937531
"14",Student Issues: Varying student backrounds,0.000499750124937531
"15",Student Issues: Lack of basic computing skills,0.100449775112444
"16",Student Issues: Career prospects,0.079960019990005
"17",Curriculum Issues: Lack of integration,0.00349825087456272
"18",Curriculum Issues: Too much content,0.0264867566216892
"19",Curriculum Issues: Quickly changing technologies,0.0279860069965017
"20",Curriculum Issues: Access to bioinformatics lesson plans/curriculum,0.842578710644678
"21",Curriculum Issues: Difficulty establishing relevance,0.0819590204897551
"22",Curriculum Issues: Influence from professional schools,0.270364817591204
"23",Institutional Issues: Lack of inter-departmental cooperation,0.0744627686156921
"24",Institutional Issues: Lack of IT support,0.345327336331834
